order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price
ORD01185,2024-03-18,CUST0106,P015,Bottle,Sports,3,10
ORD01186,2024-05-01,CUST0099,P001,Laptop,Electronics,5,800
ORD01187,2024-07-22,CUST0275,P014,Bag,Sports,3,35
ORD01188,2024-10-19,CUST0042,P005,Jeans,Clothing,2,40
ORD01189,2024-08-03,CUST0138,P007,Python Book,Books,2,30
ORD01190,2024-07-24,CUST0326,P003,Tablet,Electronics,3,350
ORD01191,2024-01-02,CUST0018,P004,T-Shirt,Clothing,2,20
ORD01192,2024-05-05,CUST0060,P008,SQL Book,Books,5,25
ORD01193,2024-10-27,CUST0003,P006,Jacket,Clothing,2,80
ORD01194,2024-02-21,CUST0062,P001,Laptop,Electronics,2,800
ORD01195,2024-09-24,CUST0224,P013,Shoes,Sports,2,60
ORD01196,2024-08-11,CUST0016,P013,Shoes,Sports,2,60
ORD01197,2024-11-04,CUST0169,P014,Bag,Sports,2,35
ORD01198,2024-01-28,CUST0284,P011,Chair,Home,4,120
ORD01199,2024-06-24,CUST0382,P005,Jeans,Clothing,5,40
ORD01200,2024-06-09,CUST0213,P002,Phone,Electronics,1,500
ORD01201,2024-05-31,CUST0305,P010,Lamp,Home,2,15
ORD01202,2024-11-13,CUST0046,P014,Bag,Sports,2,35
ORD01203,2024-02-06,CUST0010,P006,Jacket,Clothing,1,80
ORD01204,2024-02-27,CUST0448,P012,Table,Home,3,200
ORD01205,2024-11-06,CUST0047,P009,ML Book,Books,2,45
ORD01206,2024-09-15,CUST0054,P006,Jacket,Clothing,3,80
ORD01207,2024-09-18,CUST0274,P003,Tablet,Electronics,1,350
ORD01208,2024-11-18,CUST0362,P011,Chair,Home,1,120
ORD01209,2024-04-16,CUST0382,P002,Phone,Electronics,1,500
ORD01210,2024-01-17,CUST0114,P015,Bottle,Sports,4,10
ORD01211,2024-12-07,CUST0366,P008,SQL Book,Books,2,25
ORD01212,2024-05-14,CUST0087,P002,Phone,Electronics,1,500
ORD01213,2024-12-18,CUST0069,P011,Chair,Home,3,120
ORD01214,2024-04-10,CUST0232,P003,Tablet,Electronics,3,350
ORD01215,2024-05-22,CUST0238,P015,Bottle,Sports,3,10
ORD01216,2024-02-09,CUST0024,P012,Table,Home,4,200
ORD01217,2024-03-31,CUST0412,P001,Laptop,Electronics,2,800
ORD01218,2024-10-15,CUST0037,P011,Chair,Home,3,120
ORD01219,2024-10-01,CUST0444,P011,Chair,Home,4,120
ORD01220,2024-11-16,CUST0046,P002,Phone,Electronics,4,500
ORD01221,2024-11-20,CUST0380,P002,Phone,Electronics,5,500
ORD01222,2024-08-15,CUST0433,P013,Shoes,Sports,4,60
ORD01223,2024-04-21,CUST0361,P010,Lamp,Home,1,15
ORD01224,2024-10-30,CUST0321,P004,T-Shirt,Clothing,2,20
ORD01225,2024-05-18,CUST0027,P011,Chair,Home,3,120
ORD01226,2024-01-15,CUST0133,P003,Tablet,Electronics,4,350
ORD01227,2024-03-16,CUST0273,P007,Python Book,Books,5,30
ORD01228,2024-07-27,CUST0182,P005,Jeans,Clothing,1,40
ORD01229,2024-02-26,CUST0483,P011,Chair,Home,3,120
ORD01230,2024-02-10,CUST0108,P001,Laptop,Electronics,4,800
ORD01231,2024-03-02,CUST0453,P002,Phone,Electronics,4,500
ORD01232,2024-08-14,CUST0164,P014,Bag,Sports,4,35
ORD01233,2024-05-10,CUST0207,P013,Shoes,Sports,4,60
ORD01234,2024-02-19,CUST0407,P010,Lamp,Home,1,15
ORD01235,2024-11-17,CUST0448,P005,Jeans,Clothing,3,40
ORD01236,2024-01-04,CUST0039,P005,Jeans,Clothing,5,40
ORD01237,2024-02-23,CUST0487,P002,Phone,Electronics,1,500
ORD01238,2024-06-10,CUST0398,P009,ML Book,Books,3,45
ORD01239,2024-11-09,CUST0006,P010,Lamp,Home,3,15
ORD01240,2024-10-03,CUST0018,P003,Tablet,Electronics,1,350
ORD01241,2024-11-07,CUST0481,P010,Lamp,Home,5,15
ORD01242,2024-11-01,CUST0491,P012,Table,Home,4,200
ORD01243,2024-07-29,CUST0124,P005,Jeans,Clothing,4,40
ORD01244,2024-08-09,CUST0350,P006,Jacket,Clothing,3,80
ORD01245,2024-01-14,CUST0140,P010,Lamp,Home,2,15
ORD01246,2024-06-17,CUST0478,P006,Jacket,Clothing,1,80
ORD01247,2024-11-07,CUST0072,P007,Python Book,Books,3,30
ORD01248,2024-03-06,CUST0468,P011,Chair,Home,3,120
ORD01249,2024-10-07,CUST0020,P015,Bottle,Sports,3,10
ORD01250,2024-07-16,CUST0385,P012,Table,Home,1,200
ORD01251,2024-02-07,CUST0027,P002,Phone,Electronics,4,500
ORD01252,2024-09-05,CUST0080,P015,Bottle,Sports,3,10
ORD01253,2024-06-06,CUST0106,P014,Bag,Sports,4,35
ORD01254,2024-01-20,CUST0344,P012,Table,Home,4,200
ORD01255,2024-03-22,CUST0111,P002,Phone,Electronics,5,500
ORD01256,2024-02-06,CUST0060,P010,Lamp,Home,1,15
ORD01257,2024-10-09,CUST0145,P001,Laptop,Electronics,1,800
ORD01258,2024-09-05,CUST0151,P008,SQL Book,Books,5,25
ORD01259,2024-01-30,CUST0058,P004,T-Shirt,Clothing,2,20
ORD01260,2024-05-28,CUST0079,P009,ML Book,Books,5,45
ORD01261,2024-05-03,CUST0422,P011,Chair,Home,4,120
ORD01262,2024-03-29,CUST0310,P012,Table,Home,1,200
ORD01263,2024-06-14,CUST0190,P015,Bottle,Sports,3,10
ORD01264,2024-01-04,CUST0032,P014,Bag,Sports,4,35
ORD01265,2024-12-25,CUST0410,P001,Laptop,Electronics,2,800
ORD01266,2024-09-02,CUST0250,P003,Tablet,Electronics,4,350
ORD01267,2024-11-27,CUST0483,P014,Bag,Sports,3,35
ORD01268,2024-03-27,CUST0451,P009,ML Book,Books,3,45
ORD01269,2024-03-18,CUST0358,P002,Phone,Electronics,4,500
ORD01270,2024-02-11,CUST0388,P001,Laptop,Electronics,5,800
ORD01271,2024-09-02,CUST0390,P004,T-Shirt,Clothing,2,20
ORD01272,2024-08-15,CUST0353,P002,Phone,Electronics,5,500
ORD01273,2024-12-29,CUST0441,P006,Jacket,Clothing,3,80
ORD01274,2024-07-06,CUST0132,P015,Bottle,Sports,3,10
ORD01275,2024-04-12,CUST0350,P014,Bag,Sports,2,35
ORD01276,2024-05-22,CUST0277,P003,Tablet,Electronics,1,350
ORD01277,2024-04-14,CUST0297,P009,ML Book,Books,3,45
ORD01278,2024-03-27,CUST0217,P014,Bag,Sports,2,35
ORD01279,2024-09-14,CUST0107,P003,Tablet,Electronics,3,350
ORD01280,2024-01-25,CUST0430,P004,T-Shirt,Clothing,4,20
ORD01281,2024-09-30,CUST0155,P013,Shoes,Sports,4,60
ORD01282,2024-03-15,CUST0326,P012,Table,Home,1,200
ORD01283,2024-12-17,CUST0105,P005,Jeans,Clothing,5,40
ORD01284,2024-06-27,CUST0292,P008,SQL Book,Books,5,25
ORD01285,2024-11-29,CUST0418,P015,Bottle,Sports,1,10
ORD01286,2024-10-10,CUST0297,P007,Python Book,Books,2,30
ORD01287,2024-06-28,CUST0340,P002,Phone,Electronics,1,500
ORD01288,2024-02-24,CUST0291,P003,Tablet,Electronics,5,350
ORD01289,2024-01-01,CUST0447,P006,Jacket,Clothing,3,80
ORD01290,2024-06-23,CUST0250,P008,SQL Book,Books,5,25
ORD01291,2024-07-12,CUST0400,P015,Bottle,Sports,5,10
ORD01292,2024-11-21,CUST0177,P010,Lamp,Home,5,15
ORD01293,2024-07-04,CUST0130,P013,Shoes,Sports,5,60
ORD01294,2024-02-18,CUST0361,P001,Laptop,Electronics,2,800
ORD01295,2024-06-22,CUST0117,P004,T-Shirt,Clothing,1,20
ORD01296,2024-12-03,CUST0288,P015,Bottle,Sports,3,10
ORD01297,2024-08-20,CUST0197,P009,ML Book,Books,1,45
ORD01298,2024-06-27,CUST0058,P002,Phone,Electronics,1,500
ORD01299,2024-10-26,CUST0406,P005,Jeans,Clothing,3,40
ORD01300,2024-10-05,CUST0401,P004,T-Shirt,Clothing,1,20
ORD01301,2024-01-10,CUST0102,P012,Table,Home,2,200
ORD01302,2024-07-29,CUST0013,P005,Jeans,Clothing,1,40
ORD01303,2024-12-07,CUST0116,P006,Jacket,Clothing,5,80
ORD01304,2024-05-16,CUST0190,P011,Chair,Home,3,120
ORD01305,2024-07-09,CUST0144,P012,Table,Home,4,200
ORD01306,2024-05-13,CUST0256,P010,Lamp,Home,3,15
ORD01307,2024-04-23,CUST0022,P005,Jeans,Clothing,3,40
ORD01308,2024-04-30,CUST0408,P009,ML Book,Books,5,45
ORD01309,2024-12-08,CUST0174,P009,ML Book,Books,1,45
ORD01310,2024-04-05,CUST0406,P012,Table,Home,1,200
ORD01311,2024-10-25,CUST0206,P009,ML Book,Books,1,45
ORD01312,2024-03-22,CUST0147,P003,Tablet,Electronics,1,350
ORD01313,2024-01-17,CUST0260,P009,ML Book,Books,4,45
ORD01314,2024-12-26,CUST0048,P010,Lamp,Home,2,15
ORD01315,2024-03-28,CUST0484,P006,Jacket,Clothing,2,80
ORD01316,2024-12-25,CUST0354,P007,Python Book,Books,4,30
ORD01317,2024-06-22,CUST0115,P013,Shoes,Sports,1,60
ORD01318,2024-01-11,CUST0037,P005,Jeans,Clothing,1,40
ORD01319,2024-07-17,CUST0063,P009,ML Book,Books,4,45
ORD01320,2024-08-17,CUST0375,P008,SQL Book,Books,3,25
ORD01321,2024-11-11,CUST0124,P004,T-Shirt,Clothing,3,20
ORD01322,2024-05-12,CUST0428,P009,ML Book,Books,4,45
ORD01323,2024-11-25,CUST0030,P015,Bottle,Sports,2,10
ORD01324,2024-08-07,CUST0045,P001,Laptop,Electronics,5,800
ORD01325,2024-11-11,CUST0196,P011,Chair,Home,2,120
ORD01326,2024-02-17,CUST0109,P002,Phone,Electronics,3,500
ORD01327,2024-08-19,CUST0118,P005,Jeans,Clothing,5,40
ORD01328,2024-10-15,CUST0455,P015,Bottle,Sports,5,10
ORD01329,2024-12-06,CUST0210,P013,Shoes,Sports,3,60
ORD01330,2024-07-08,CUST0124,P013,Shoes,Sports,4,60
ORD01331,2024-10-16,CUST0091,P013,Shoes,Sports,1,60
ORD01332,2024-03-23,CUST0048,P006,Jacket,Clothing,2,80
ORD01333,2024-05-11,CUST0319,P008,SQL Book,Books,1,25
ORD01334,2024-10-18,CUST0077,P007,Python Book,Books,5,30
ORD01335,2024-10-01,CUST0043,P001,Laptop,Electronics,1,800
ORD01336,2024-11-11,CUST0469,P004,T-Shirt,Clothing,1,20
ORD01337,2024-03-26,CUST0292,P015,Bottle,Sports,1,10
ORD01338,2024-12-26,CUST0164,P012,Table,Home,3,200
ORD01339,2024-05-02,CUST0417,P005,Jeans,Clothing,4,40
ORD01340,2024-03-16,CUST0424,P009,ML Book,Books,2,45
ORD01341,2024-09-11,CUST0190,P004,T-Shirt,Clothing,5,20
ORD01342,2024-02-21,CUST0135,P015,Bottle,Sports,3,10
ORD01343,2024-04-03,CUST0384,P005,Jeans,Clothing,4,40
ORD01344,2024-09-04,CUST0079,P001,Laptop,Electronics,1,800
ORD01345,2024-12-01,CUST0262,P007,Python Book,Books,5,30
ORD01346,2024-09-01,CUST0486,P009,ML Book,Books,1,45
ORD01347,2024-02-12,CUST0205,P005,Jeans,Clothing,3,40
ORD01348,2024-12-19,CUST0356,P012,Table,Home,2,200
ORD01349,2024-04-29,CUST0068,P011,Chair,Home,2,120
ORD01350,2024-09-12,CUST0044,P015,Bottle,Sports,5,10
ORD01351,2024-06-19,CUST0143,P005,Jeans,Clothing,5,40
ORD01352,2024-04-11,CUST0326,P011,Chair,Home,4,120
ORD01353,2024-10-20,CUST0141,P007,Python Book,Books,3,30
ORD01354,2024-08-03,CUST0045,P004,T-Shirt,Clothing,2,20
ORD01355,2024-04-26,CUST0156,P011,Chair,Home,5,120
ORD01356,2024-12-04,CUST0423,P014,Bag,Sports,1,35
ORD01357,2024-12-29,CUST0399,P002,Phone,Electronics,1,500
ORD01358,2024-03-25,CUST0212,P005,Jeans,Clothing,4,40
ORD01359,2024-02-05,CUST0345,P008,SQL Book,Books,1,25
ORD01360,2024-01-11,CUST0471,P007,Python Book,Books,4,30
ORD01361,2024-04-01,CUST0431,P015,Bottle,Sports,4,10
ORD01362,2024-11-17,CUST0382,P004,T-Shirt,Clothing,4,20
ORD01363,2024-11-26,CUST0362,P005,Jeans,Clothing,3,40
ORD01364,2024-10-26,CUST0377,P011,Chair,Home,1,120
ORD01365,2024-07-07,CUST0300,P007,Python Book,Books,3,30
ORD01366,2024-03-29,CUST0045,P001,Laptop,Electronics,3,800
ORD01367,2024-05-12,CUST0314,P001,Laptop,Electronics,2,800
ORD01368,2024-07-06,CUST0479,P013,Shoes,Sports,4,60
ORD01369,2024-02-25,CUST0089,P015,Bottle,Sports,1,10
ORD01370,2024-01-23,CUST0032,P006,Jacket,Clothing,4,80
ORD01371,2024-01-05,CUST0469,P008,SQL Book,Books,2,25
ORD01372,2024-03-03,CUST0422,P015,Bottle,Sports,4,10
ORD01373,2024-09-17,CUST0002,P013,Shoes,Sports,3,60
ORD01374,2024-03-22,CUST0456,P008,SQL Book,Books,2,25
ORD01375,2024-02-28,CUST0397,P015,Bottle,Sports,1,10
ORD01376,2024-04-02,CUST0156,P003,Tablet,Electronics,3,350
ORD01377,2024-07-13,CUST0305,P003,Tablet,Electronics,1,350
ORD01378,2024-06-27,CUST0081,P004,T-Shirt,Clothing,5,20
ORD01379,2024-02-04,CUST0251,P002,Phone,Electronics,2,500
ORD01380,2024-02-14,CUST0264,P015,Bottle,Sports,4,10
ORD01381,2024-08-02,CUST0382,P006,Jacket,Clothing,4,80
ORD01382,2024-05-18,CUST0299,P006,Jacket,Clothing,5,80
ORD01383,2024-12-05,CUST0315,P004,T-Shirt,Clothing,3,20
ORD01384,2024-07-22,CUST0434,P014,Bag,Sports,2,35
ORD01385,2024-05-21,CUST0241,P006,Jacket,Clothing,5,80
ORD01386,2024-03-18,CUST0111,P007,Python Book,Books,4,30
ORD01387,2024-06-10,CUST0118,P015,Bottle,Sports,3,10
ORD01388,2024-02-04,CUST0168,P004,T-Shirt,Clothing,3,20
ORD01389,2024-10-11,CUST0293,P015,Bottle,Sports,1,10
ORD01390,2024-01-23,CUST0226,P004,T-Shirt,Clothing,2,20
ORD01391,2024-10-15,CUST0072,P006,Jacket,Clothing,2,80
ORD01392,2024-07-27,CUST0327,P013,Shoes,Sports,5,60
ORD01393,2024-12-06,CUST0098,P011,Chair,Home,3,120
ORD01394,2024-09-17,CUST0099,P008,SQL Book,Books,3,25
ORD01395,2024-03-11,CUST0135,P015,Bottle,Sports,4,10
ORD01396,2024-01-01,CUST0212,P012,Table,Home,4,200
ORD01397,2024-10-14,CUST0136,P006,Jacket,Clothing,5,80
ORD01398,2024-04-20,CUST0372,P012,Table,Home,1,200
ORD01399,2024-05-28,CUST0436,P001,Laptop,Electronics,4,800
ORD01400,2024-05-30,CUST0079,P009,ML Book,Books,4,45
ORD01401,2024-05-12,CUST0274,P015,Bottle,Sports,2,10
ORD01402,2024-07-06,CUST0217,P011,Chair,Home,1,120
ORD01403,2024-12-02,CUST0421,P001,Laptop,Electronics,3,800
ORD01404,2024-03-23,CUST0371,P012,Table,Home,4,200
ORD01405,2024-01-23,CUST0396,P010,Lamp,Home,1,15
ORD01406,2024-06-10,CUST0476,P013,Shoes,Sports,3,60
ORD01407,2024-11-06,CUST0404,P008,SQL Book,Books,2,25
ORD01408,2024-05-15,CUST0012,P008,SQL Book,Books,3,25
ORD01409,2024-01-24,CUST0005,P007,Python Book,Books,5,30
ORD01410,2024-05-26,CUST0140,P001,Laptop,Electronics,2,800
ORD01411,2024-03-11,CUST0319,P004,T-Shirt,Clothing,3,20
ORD01412,2024-05-02,CUST0158,P003,Tablet,Electronics,5,350
ORD01413,2024-10-27,CUST0167,P009,ML Book,Books,4,45
ORD01414,2024-09-06,CUST0179,P014,Bag,Sports,1,35
ORD01415,2024-07-29,CUST0310,P002,Phone,Electronics,1,500
ORD01416,2024-11-18,CUST0110,P008,SQL Book,Books,4,25
ORD01417,2024-09-28,CUST0172,P012,Table,Home,2,200
ORD01418,2024-12-15,CUST0006,P001,Laptop,Electronics,3,800
ORD01419,2024-03-25,CUST0111,P009,ML Book,Books,2,45
ORD01420,2024-03-28,CUST0241,P009,ML Book,Books,4,45
ORD01421,2024-05-20,CUST0444,P002,Phone,Electronics,4,500
ORD01422,2024-06-23,CUST0074,P010,Lamp,Home,1,15
ORD01423,2024-06-20,CUST0302,P010,Lamp,Home,3,15
ORD01424,2024-11-18,CUST0059,P007,Python Book,Books,1,30
ORD01425,2024-05-07,CUST0165,P007,Python Book,Books,1,30
ORD01426,2024-06-03,CUST0084,P009,ML Book,Books,2,45
ORD01427,2024-08-09,CUST0131,P014,Bag,Sports,2,35
ORD01428,2024-06-01,CUST0110,P008,SQL Book,Books,3,25
ORD01429,2024-02-14,CUST0282,P013,Shoes,Sports,2,60
ORD01430,2024-12-22,CUST0211,P001,Laptop,Electronics,4,800
ORD01431,2024-10-30,CUST0298,P001,Laptop,Electronics,3,800
ORD01432,2024-10-04,CUST0389,P008,SQL Book,Books,2,25
ORD01433,2024-02-03,CUST0113,P006,Jacket,Clothing,4,80
ORD01434,2024-06-07,CUST0186,P009,ML Book,Books,3,45
ORD01435,2024-08-14,CUST0370,P012,Table,Home,5,200
ORD01436,2024-07-02,CUST0122,P003,Tablet,Electronics,1,350
ORD01437,2024-02-07,CUST0022,P002,Phone,Electronics,3,500
ORD01438,2024-11-01,CUST0019,P004,T-Shirt,Clothing,1,20
ORD01439,2024-04-27,CUST0173,P003,Tablet,Electronics,4,350
ORD01440,2024-03-05,CUST0037,P006,Jacket,Clothing,5,80
ORD01441,2024-02-14,CUST0337,P008,SQL Book,Books,2,25
ORD01442,2024-03-07,CUST0287,P010,Lamp,Home,3,15
ORD01443,2024-01-22,CUST0379,P008,SQL Book,Books,5,25
ORD01444,2024-10-31,CUST0208,P002,Phone,Electronics,5,500
ORD01445,2024-11-19,CUST0273,P004,T-Shirt,Clothing,1,20
ORD01446,2024-09-30,CUST0111,P002,Phone,Electronics,4,500
ORD01447,2024-08-16,CUST0473,P014,Bag,Sports,3,35
ORD01448,2024-03-28,CUST0037,P008,SQL Book,Books,3,25
ORD01449,2024-04-20,CUST0241,P001,Laptop,Electronics,4,800
ORD01450,2024-01-29,CUST0119,P008,SQL Book,Books,4,25
ORD01451,2024-07-20,CUST0462,P003,Tablet,Electronics,3,350
ORD01452,2024-11-20,CUST0095,P008,SQL Book,Books,4,25
ORD01453,2024-06-18,CUST0050,P013,Shoes,Sports,3,60
ORD01454,2024-10-08,CUST0430,P008,SQL Book,Books,2,25
ORD01455,2024-05-27,CUST0133,P007,Python Book,Books,5,30
ORD01456,2024-12-23,CUST0462,P001,Laptop,Electronics,3,800
ORD01457,2024-02-05,CUST0360,P010,Lamp,Home,5,15
ORD01458,2024-04-05,CUST0484,P015,Bottle,Sports,1,10
ORD01459,2024-03-22,CUST0257,P009,ML Book,Books,4,45
ORD01460,2024-07-28,CUST0406,P014,Bag,Sports,2,35
ORD01461,2024-09-16,CUST0477,P013,Shoes,Sports,2,60
ORD01462,2024-08-24,CUST0079,P014,Bag,Sports,1,35
ORD01463,2024-05-14,CUST0232,P013,Shoes,Sports,3,60
ORD01464,2024-04-18,CUST0357,P001,Laptop,Electronics,2,800
ORD01465,2024-03-01,CUST0372,P004,T-Shirt,Clothing,5,20
ORD01466,2024-01-07,CUST0416,P002,Phone,Electronics,4,500
ORD01467,2024-06-08,CUST0174,P013,Shoes,Sports,2,60
ORD01468,2024-05-17,CUST0132,P014,Bag,Sports,4,35
ORD01469,2024-09-10,CUST0244,P015,Bottle,Sports,3,10
ORD01470,2024-07-21,CUST0488,P011,Chair,Home,4,120
ORD01471,2024-04-16,CUST0420,P003,Tablet,Electronics,2,350
ORD01472,2024-01-04,CUST0241,P015,Bottle,Sports,5,10
ORD01473,2024-05-15,CUST0467,P007,Python Book,Books,4,30
ORD01474,2024-01-18,CUST0279,P014,Bag,Sports,2,35
ORD01475,2024-10-07,CUST0140,P002,Phone,Electronics,2,500
ORD01476,2024-12-17,CUST0425,P007,Python Book,Books,5,30
ORD01477,2024-12-21,CUST0314,P012,Table,Home,2,200
ORD01478,2024-09-07,CUST0196,P006,Jacket,Clothing,2,80
ORD01479,2024-10-23,CUST0362,P009,ML Book,Books,2,45
ORD01480,2024-09-29,CUST0058,P011,Chair,Home,3,120
ORD01481,2024-01-04,CUST0077,P008,SQL Book,Books,1,25
ORD01482,2024-12-20,CUST0292,P011,Chair,Home,3,120
ORD01483,2024-11-01,CUST0308,P004,T-Shirt,Clothing,1,20
ORD01484,2024-12-18,CUST0045,P005,Jeans,Clothing,2,40
ORD01485,2024-06-03,CUST0005,P005,Jeans,Clothing,5,40
ORD01486,2024-01-31,CUST0139,P003,Tablet,Electronics,2,350
ORD01487,2024-12-13,CUST0285,P011,Chair,Home,1,120
ORD01488,2024-12-11,CUST0102,P008,SQL Book,Books,3,25
ORD01489,2024-01-17,CUST0444,P010,Lamp,Home,2,15
ORD01490,2024-10-03,CUST0019,P003,Tablet,Electronics,2,350
ORD01491,2024-02-08,CUST0125,P015,Bottle,Sports,5,10
ORD01492,2024-12-19,CUST0061,P008,SQL Book,Books,3,25
ORD01493,2024-09-01,CUST0432,P007,Python Book,Books,2,30
ORD01494,2024-02-14,CUST0004,P014,Bag,Sports,2,35
ORD01495,2024-11-29,CUST0358,P007,Python Book,Books,5,30
ORD01496,2024-10-11,CUST0093,P004,T-Shirt,Clothing,3,20
ORD01497,2024-01-22,CUST0153,P008,SQL Book,Books,2,25
ORD01498,2024-12-12,CUST0181,P006,Jacket,Clothing,5,80
ORD01499,2024-08-23,CUST0157,P005,Jeans,Clothing,1,40
ORD01500,2024-10-15,CUST0246,P013,Shoes,Sports,1,60
ORD01501,2024-11-26,CUST0260,P001,Laptop,Electronics,4,800
ORD01502,2024-01-19,CUST0130,P012,Table,Home,3,200
ORD01503,2024-01-06,CUST0031,P011,Chair,Home,3,120
ORD01504,2024-01-31,CUST0204,P007,Python Book,Books,3,30
ORD01505,2024-03-28,CUST0171,P003,Tablet,Electronics,5,350
ORD01506,2024-05-27,CUST0199,P006,Jacket,Clothing,4,80
ORD01507,2024-04-20,CUST0380,P006,Jacket,Clothing,4,80
ORD01508,2024-08-17,CUST0055,P006,Jacket,Clothing,1,80
ORD01509,2024-07-05,CUST0018,P014,Bag,Sports,2,35
ORD01510,2024-11-10,CUST0460,P010,Lamp,Home,3,15
ORD01511,2024-06-03,CUST0013,P010,Lamp,Home,2,15
ORD01512,2024-02-09,CUST0468,P009,ML Book,Books,5,45
ORD01513,2024-09-14,CUST0312,P009,ML Book,Books,2,45
ORD01514,2024-11-01,CUST0456,P010,Lamp,Home,4,15
ORD01515,2024-11-26,CUST0355,P003,Tablet,Electronics,2,350
ORD01516,2024-07-16,CUST0436,P007,Python Book,Books,1,30
ORD01517,2024-03-20,CUST0047,P010,Lamp,Home,1,15
ORD01518,2024-05-30,CUST0147,P008,SQL Book,Books,4,25
ORD01519,2024-02-17,CUST0483,P010,Lamp,Home,4,15
ORD01520,2024-11-08,CUST0128,P006,Jacket,Clothing,4,80
ORD01521,2024-08-22,CUST0291,P007,Python Book,Books,2,30
ORD01522,2024-03-24,CUST0173,P015,Bottle,Sports,1,10
ORD01523,2024-05-03,CUST0363,P008,SQL Book,Books,4,25
ORD01524,2024-04-07,CUST0324,P007,Python Book,Books,3,30
ORD01525,2024-11-13,CUST0172,P009,ML Book,Books,3,45
ORD01526,2024-10-15,CUST0351,P005,Jeans,Clothing,3,40
ORD01527,2024-06-11,CUST0217,P013,Shoes,Sports,2,60
ORD01528,2024-03-27,CUST0019,P004,T-Shirt,Clothing,1,20
ORD01529,2024-08-19,CUST0225,P005,Jeans,Clothing,3,40
ORD01530,2024-04-13,CUST0306,P008,SQL Book,Books,5,25
ORD01531,2024-07-07,CUST0019,P004,T-Shirt,Clothing,1,20
ORD01532,2024-10-31,CUST0175,P006,Jacket,Clothing,2,80
ORD01533,2024-08-31,CUST0099,P015,Bottle,Sports,4,10
ORD01534,2024-07-13,CUST0114,P005,Jeans,Clothing,3,40
ORD01535,2024-04-21,CUST0052,P001,Laptop,Electronics,5,800
ORD01536,2024-12-15,CUST0182,P009,ML Book,Books,3,45
ORD01537,2024-01-26,CUST0401,P006,Jacket,Clothing,5,80
ORD01538,2024-09-05,CUST0034,P014,Bag,Sports,5,35
ORD01539,2024-03-19,CUST0116,P004,T-Shirt,Clothing,2,20
ORD01540,2024-01-29,CUST0439,P004,T-Shirt,Clothing,1,20
ORD01541,2024-12-07,CUST0106,P010,Lamp,Home,1,15
ORD01542,2024-05-16,CUST0368,P014,Bag,Sports,4,35
ORD01543,2024-07-25,CUST0158,P002,Phone,Electronics,3,500
ORD01544,2024-01-26,CUST0468,P004,T-Shirt,Clothing,5,20
ORD01545,2024-10-12,CUST0303,P007,Python Book,Books,3,30
ORD01546,2024-12-05,CUST0231,P011,Chair,Home,5,120
ORD01547,2024-01-03,CUST0437,P007,Python Book,Books,3,30
ORD01548,2024-07-12,CUST0199,P014,Bag,Sports,3,35
ORD01549,2024-06-11,CUST0317,P004,T-Shirt,Clothing,1,20
ORD01550,2024-03-16,CUST0187,P010,Lamp,Home,4,15
ORD01551,2024-08-30,CUST0361,P008,SQL Book,Books,1,25
ORD01552,2024-12-03,CUST0212,P015,Bottle,Sports,5,10
ORD01553,2024-02-09,CUST0015,P013,Shoes,Sports,4,60
ORD01554,2024-11-26,CUST0489,P009,ML Book,Books,3,45
ORD01555,2024-02-23,CUST0471,P005,Jeans,Clothing,3,40
ORD01556,2024-09-17,CUST0069,P002,Phone,Electronics,2,500
ORD01557,2024-09-03,CUST0151,P011,Chair,Home,3,120
ORD01558,2024-04-25,CUST0360,P004,T-Shirt,Clothing,4,20
ORD01559,2024-05-31,CUST0254,P008,SQL Book,Books,3,25
ORD01560,2024-12-23,CUST0103,P005,Jeans,Clothing,5,40
ORD01561,2024-06-15,CUST0218,P001,Laptop,Electronics,4,800
ORD01562,2024-05-08,CUST0226,P011,Chair,Home,1,120
ORD01563,2024-11-19,CUST0491,P013,Shoes,Sports,2,60
ORD01564,2024-04-06,CUST0244,P011,Chair,Home,2,120
ORD01565,2024-09-01,CUST0222,P013,Shoes,Sports,3,60
ORD01566,2024-12-12,CUST0250,P015,Bottle,Sports,1,10
ORD01567,2024-08-05,CUST0025,P015,Bottle,Sports,2,10
ORD01568,2024-03-30,CUST0299,P004,T-Shirt,Clothing,3,20
ORD01569,2024-06-05,CUST0054,P006,Jacket,Clothing,4,80
ORD01570,2024-11-28,CUST0131,P005,Jeans,Clothing,4,40
ORD01571,2024-10-02,CUST0405,P008,SQL Book,Books,2,25
ORD01572,2024-03-30,CUST0387,P001,Laptop,Electronics,3,800
ORD01573,2024-11-20,CUST0427,P011,Chair,Home,5,120
ORD01574,2024-09-13,CUST0083,P014,Bag,Sports,5,35
ORD01575,2024-01-18,CUST0131,P007,Python Book,Books,1,30
ORD01576,2024-09-19,CUST0145,P012,Table,Home,3,200
ORD01577,2024-09-07,CUST0369,P015,Bottle,Sports,4,10
ORD01578,2024-08-12,CUST0059,P010,Lamp,Home,5,15
ORD01579,2024-12-12,CUST0442,P011,Chair,Home,5,120
ORD01580,2024-01-19,CUST0419,P008,SQL Book,Books,1,25
ORD01581,2024-09-22,CUST0301,P002,Phone,Electronics,3,500
ORD01582,2024-05-22,CUST0479,P002,Phone,Electronics,4,500
ORD01583,2024-10-20,CUST0029,P009,ML Book,Books,5,45
